car;price;city;year;base;engine;color;wheel;url;transmission
Mitsubishi Space Wagon;1250000;Алматы;1993; микроавтобус;2; синий; левый руль;https://kolesa.kz//a/show/105666238; КПП механика
Audi 80;1150000;Алматы;1992; седан;2; бордовый; левый руль;https://kolesa.kz//a/show/105669553; КПП механика
Nissan Maxima;2200000;Алматы;1997; седан;2; голубой; левый руль;https://kolesa.kz//a/show/103755272; КПП автомат
Toyota Corolla;4000000;Алматы;2007; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/105669572; КПП автомат
Toyota Camry;6200000;Алматы;2012; седан;2.5; серый; левый руль;https://kolesa.kz//a/show/105669020; КПП автомат
Hyundai Tucson;6800000;Алматы;2013; кроссовер;2; бордовый; левый руль;https://kolesa.kz//a/show/105668936; КПП автомат
Toyota Camry;15500000;Алматы;2020; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/102390823; КПП типтроник
Kia Rio;4300000;Алматы;2013; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/105668948; КПП типтроник
Infiniti M37;10000000;Алматы;2014; седан;3.7; черный; левый руль;https://kolesa.kz//a/show/105190680; КПП типтроник
Fiat Doblo;1250000;Алматы;2005; минивэн;1.5; черный; левый руль;https://kolesa.kz//a/show/105668968; КПП механика
Toyota Camry;1550000;Алматы;1992; седан;3; сиреневый; левый руль;https://kolesa.kz//a/show/105669508; КПП автомат
Toyota Highlander;5800000;Алматы;2003; кроссовер;3; жёлтый; левый руль;https://kolesa.kz//a/show/105668970; КПП автомат
Kia Rio;4500000;Алматы;2015; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105669532; КПП типтроник
Mercedes-Benz E 280;3000000;Алматы;1999; седан;2.8; синий; левый руль;https://kolesa.kz//a/show/45053437; КПП типтроник
Lexus RX 300;4500000;Алматы;2002; кроссовер;3; белый; левый руль;https://kolesa.kz//a/show/105669503; КПП автомат
Mercedes-Benz ML 320;3500000;Алматы;2000; внедорожник;3.2; черный; левый руль;https://kolesa.kz//a/show/105669477; КПП автомат
Toyota Yaris;2000000;Алматы;2001; хэтчбек;1; серебристый; левый руль;https://kolesa.kz//a/show/105669450; КПП механика
Mitsubishi Chariot;1700000;Алматы;1998; минивэн;2.4; белый; правый руль;https://kolesa.kz//a/show/105669489; КПП типтроник
Volkswagen Passat CC;4400000;Алматы;2010; седан;2; белый; левый руль;https://kolesa.kz//a/show/105188994; КПП автомат
Mitsubishi Outlander;3500000;Алматы;2004; кроссовер;2.4; черный; левый руль;https://kolesa.kz//a/show/105376409; КПП типтроник
ГАЗ Соболь;7500000;Алматы;2015; фургон;2.9; белый; левый руль;https://kolesa.kz//a/show/105669455; КПП механика
BMW 325;2500000;Алматы;1998; седан;2.5; серебристый; левый руль;https://kolesa.kz//a/show/105669374; КПП типтроник
Mercedes-Benz S 63 AMG;62000000;Алматы;2018; седан;4; черный; левый руль;https://kolesa.kz//a/show/105669430; КПП типтроник
Toyota Camry;2850000;Алматы;2001; седан;3; белый; левый руль;https://kolesa.kz//a/show/105129749; КПП автомат
Lexus LX 570;37000000;Алматы;2016; внедорожник;5.7; белый; левый руль;https://kolesa.kz//a/show/105669288; КПП вариатор
ВАЗ (Lada) 2107;500000;Алматы;2005; седан;1.5; зеленый; левый руль;https://kolesa.kz//a/show/105669234; КПП механика
FAW 1021;1600000;Алматы;2007; универсал;1.1; белый; левый руль;https://kolesa.kz//a/show/105669382; КПП механика
Mercedes-Benz E 280;2100000;Алматы;1993; седан;2.8; черный; левый руль;https://kolesa.kz//a/show/105669416; КПП автомат
Mitsubishi Lancer;3750000;Алматы;2008; седан;1.5; серый; левый руль;https://kolesa.kz//a/show/105669377; КПП автомат
Toyota Land Cruiser;15300000;Алматы;2011; внедорожник;4.7; черный; левый руль;https://kolesa.kz//a/show/105669372; КПП автомат
ВАЗ (Lada) 2190 (седан);1900000;Алматы;2013; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105669307; КПП механика
Land Rover Freelander;2400000;Алматы;2001; внедорожник;2; серый; левый руль;https://kolesa.kz//a/show/105669275; КПП автомат
Audi A4;1500000;Алматы;1996; седан;2.8; нет цвета; левый руль;https://kolesa.kz//a/show/103870227; КПП механика
ВАЗ (Lada) 2114 (хэтчбек);1700000;Алматы;2013; хэтчбек;1.6; белый; левый руль;https://kolesa.kz//a/show/102713840; КПП механика
Toyota Land Cruiser Prado;4700000;Алматы;1997; внедорожник;3; белый; правый руль;https://kolesa.kz//a/show/105669241; КПП автомат
Nissan Cefiro;1800000;Алматы;1997; седан;2; зеленый; левый руль;https://kolesa.kz//a/show/101584977; КПП типтроник
Toyota Corolla;3900000;Алматы;2008; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/102152648; КПП робот
ГАЗ ГАЗель;3000000;Алматы;2007; микровэн;2.9; белый; левый руль;https://kolesa.kz//a/show/105669157; КПП механика
Mitsubishi Pajero;6300000;Алматы;2008; минивэн;3.2; черный; левый руль;https://kolesa.kz//a/show/102404729; КПП автомат
Toyota Hilux Surf;1600000;Алматы;1995; универсал;3; черный; правый руль;https://kolesa.kz//a/show/103812970; КПП автомат
Toyota Caldina;1250000;Алматы;1995; универсал;2; нет цвета; правый руль;https://kolesa.kz//a/show/105669144; КПП типтроник
Volkswagen Passat;1350000;Алматы;2001; универсал;2.5; зеленый; левый руль;https://kolesa.kz//a/show/104101910; КПП автомат
Nissan Patrol;11000000;Алматы;2012; внедорожник;5.6; белый; левый руль;https://kolesa.kz//a/show/103860219; КПП автомат
Daewoo Nexia;950000;Алматы;2002; седан;1.5; белый; левый руль;https://kolesa.kz//a/show/91657192; КПП механика
Mercedes-Benz E 320;4300000;Алматы;1996; седан;3.2; серебристый; левый руль;https://kolesa.kz//a/show/101632268; КПП автомат
Daewoo Matiz;1300000;Алматы;2010; универсал;8; серебристый; левый руль;https://kolesa.kz//a/show/44846979; КПП механика
Mercedes-Benz E 230;1400000;Алматы;1992; седан;2.3; хамелеон; левый руль;https://kolesa.kz//a/show/105669076; КПП механика
Toyota Camry;5500000;Алматы;2012; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/98178116; КПП автомат
Ford Mustang;20000000;Алматы;2005; кабриолет;4; черный; левый руль;https://kolesa.kz//a/show/105669032; КПП автомат
Mazda Cronos;1200000;Алматы;1993; хэтчбек;1.8; синий; левый руль;https://kolesa.kz//a/show/105669069; КПП механика
Ford Escort;150000;Алматы;1993; универсал;1.6; красный; левый руль;https://kolesa.kz//a/show/105669067; КПП механика
BMW 750;4500000;Алматы;2006; седан;4.8; нет цвета; левый руль;https://kolesa.kz//a/show/104467824; КПП типтроник
Lexus RX 350;7000000;Алматы;2006; кроссовер;3.5; черный; левый руль;https://kolesa.kz//a/show/105669056; КПП автомат
Mazda CX-7;4500000;Алматы;2010; кроссовер;2.5; черный; левый руль;https://kolesa.kz//a/show/105451736; КПП типтроник
BMW 525;900000;Алматы;1990; седан;2.5; золотистый; левый руль;https://kolesa.kz//a/show/105669037; КПП механика
Toyota Land Cruiser;24600000;Алматы;2016; внедорожник;4.6; белый; левый руль;https://kolesa.kz//a/show/105669027; КПП автомат
Lexus GS 250;10500000;Алматы;2012; седан;2.5; нет цвета; левый руль;https://kolesa.kz//a/show/105669001; КПП автомат
Nissan Sunny;650000;Алматы;1991; хэтчбек;1.4; синий; левый руль;https://kolesa.kz//a/show/105668950; КПП механика
Audi A6;2800000;Алматы;1998; универсал;2.4; синий; левый руль;https://kolesa.kz//a/show/105360894; КПП автомат
Peugeot 407;2050000;Алматы;2005; универсал;2.9; серебристый; левый руль;https://kolesa.kz//a/show/105668997; КПП типтроник
Ретро-автомобили Другие;6000000;Алматы;1951; внедорожник;3.2; зеленый; левый руль;https://kolesa.kz//a/show/105668999; КПП механика
Land Rover Range Rover;4500000;Алматы;2005; внедорожник;4.4; черный; левый руль;https://kolesa.kz//a/show/103929988; КПП типтроник
Volkswagen Polo;3500000;Алматы;2014; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/105668975; КПП типтроник
Mitsubishi Delica;1300000;Алматы;1992; внедорожник;2.5; зеленый; правый руль;https://kolesa.kz//a/show/105279929; КПП автомат
Mazda Cronos;720000;Алматы;1995; хэтчбек;2; зеленый; левый руль;; КПП механика
Toyota Corolla;6200000;Алматы;2015; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105398981; КПП вариатор
Toyota Camry;6950000;Алматы;2014; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/104989401; КПП типтроник
Toyota Land Cruiser;30500000;Алматы;2017; внедорожник;4.6; черный; левый руль;https://kolesa.kz//a/show/105668690; КПП типтроник
BMW 525;2500000;Алматы;1995; седан;2.5; черный; левый руль;https://kolesa.kz//a/show/105668951; КПП автомат
Mercedes-Benz G 55 AMG;18600000;Алматы;2007; внедорожник;5.5; черный; левый руль;https://kolesa.kz//a/show/105668910; КПП автомат
Porsche Macan;18900000;Алматы;2014; кроссовер;3; черный; левый руль;https://kolesa.kz//a/show/105668922; КПП автомат
Mercedes-Benz E 230;1000000;Алматы;1992; седан;2.3; белый; левый руль;https://kolesa.kz//a/show/105646022; КПП автомат
Lexus RX 300;3300000;Алматы;1998; кроссовер;3; серебристый; левый руль;https://kolesa.kz//a/show/104555582; КПП автомат
Toyota Land Cruiser Prado;6500000;Алматы;1995; внедорожник;3; зеленый; правый руль;https://kolesa.kz//a/show/105668900; КПП автомат
Volkswagen Passat;900000;Алматы;1997; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/105668647; КПП механика
Subaru Legacy;2200000;Алматы;1999; седан;2.5; бордовый; левый руль;https://kolesa.kz//a/show/105668894; КПП автомат
Honda CR-V;3000000;Алматы;1997; кроссовер;2; черный; левый руль;https://kolesa.kz//a/show/98830347; КПП автомат
Nissan Maxima;1500000;Алматы;1996; седан;2; вишня; левый руль;https://kolesa.kz//a/show/103661817; КПП механика
Toyota HiAce;6500000;Алматы;2008; микроавтобус;4.3; серебристый; левый руль;https://kolesa.kz//a/show/104031913; КПП автомат
Mercedes-Benz E 280;2250000;Алматы;1993; седан;3.2; синий; левый руль;https://kolesa.kz//a/show/105008069; КПП автомат
Toyota Camry;12222222;Алматы;2018; седан;2.5; коричневый; левый руль;https://kolesa.kz//a/show/105379864; КПП типтроник
Subaru Legacy;4200000;Алматы;2007; седан;2.5; черный; левый руль;https://kolesa.kz//a/show/105522276; КПП автомат
Toyota Highlander;12700000;Алматы;2011; кроссовер;3.5; белый; левый руль;https://kolesa.kz//a/show/103733787; КПП типтроник
Kia Cerato;8200000;Алматы;2019; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/105668391; КПП автомат
Toyota Land Cruiser Prado;4000000;Алматы;1997; внедорожник;3; синий; правый руль;https://kolesa.kz//a/show/105668722; КПП автомат
Chevrolet Aveo;2800000;Алматы;2013; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/105668223; КПП автомат
Chevrolet Chevy Van;11500000;Алматы;1995; минивэн;5.7; нет цвета; левый руль;https://kolesa.kz//a/show/102908977; КПП автомат
Lexus GS 300;3100000;Алматы;1998; седан;3; коричневый; левый руль;https://kolesa.kz//a/show/105668799; КПП типтроник
Toyota Camry;10900000;Алматы;2019; седан;2; черный; левый руль;https://kolesa.kz//a/show/105668806; КПП типтроник
Mercedes-Benz E 240;4000000;Алматы;2004; седан;2.7; черный; левый руль;https://kolesa.kz//a/show/104156424; КПП типтроник
Subaru Legacy;1800000;Алматы;1997; универсал;2.5; синий; левый руль;https://kolesa.kz//a/show/105442935; КПП автомат
Mercedes-Benz C 220;1500000;Алматы;1993; седан;2.2; серебристый; левый руль;https://kolesa.kz//a/show/105667828; КПП механика
Hyundai i40;5500000;Алматы;2012; седан;2; черный; левый руль;https://kolesa.kz//a/show/105667787; КПП автомат
Chevrolet Aveo;3250000;Алматы;2014; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105667716; КПП автомат
Dodge Viper;18000000;Алматы;2003; кабриолет;8.3; черный; левый руль;https://kolesa.kz//a/show/46184214; КПП механика
Mercedes-Benz C 220;2200000;Алматы;1995; седан;2.2; белый; левый руль;https://kolesa.kz//a/show/105613158; КПП автомат
Toyota Aristo;970000;Алматы;1994; седан;3; белый; правый руль;https://kolesa.kz//a/show/102862842; КПП автомат
Skoda Octavia;9800000;Алматы;2019; хэтчбек;1.4; черный; левый руль;https://kolesa.kz//a/show/105667649; КПП робот
Mitsubishi Space Wagon;1800000;Алматы;1998; минивэн;2; белый; левый руль;https://kolesa.kz//a/show/104983969; КПП механика
Mercedes-Benz G 300;5800000;Алматы;1994; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/105668727; КПП автомат
Lexus LX 470;7500000;Алматы;2004; внедорожник;4.7; белый; левый руль;https://kolesa.kz//a/show/105422300; КПП типтроник
Mercedes-Benz E 280;3000000;Алматы;1993; седан;2.8; серебристый; левый руль;https://kolesa.kz//a/show/104674606; КПП автомат
Mercedes-Benz C 280;2200000;Алматы;1995; седан;2.8; серый; левый руль;https://kolesa.kz//a/show/105668654; КПП типтроник
Audi A7;9000000;Алматы;2010; хэтчбек;2.8; белый; левый руль;https://kolesa.kz//a/show/105422189; КПП типтроник
Bentley Continental GT;9000000;Алматы;2005; купе;4.3; синий; левый руль;https://kolesa.kz//a/show/105415538; КПП автомат
Toyota Matrix;4000000;Алматы;2008; хэтчбек;1.8; белый; левый руль;https://kolesa.kz//a/show/105668632; КПП автомат
Subaru Impreza;1500000;Алматы;1997; седан;2.2; черный; левый руль;https://kolesa.kz//a/show/105668604; КПП автомат
Peugeot 301;4700000;Алматы;2018; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105668576; КПП механика
Mitsubishi Galant;1700000;Алматы;2000; седан;2.4; серый; левый руль;https://kolesa.kz//a/show/104720422; КПП типтроник
Mitsubishi Pajero;3500000;Алматы;1999; внедорожник;3.5; зеленый; левый руль;https://kolesa.kz//a/show/98580783; КПП автомат
Toyota Yaris;3300000;Алматы;2007; хэтчбек;1.3; красный; левый руль;https://kolesa.kz//a/show/105668565; КПП автомат
Toyota Yaris;3300000;Алматы;2007; хэтчбек;1.3; красный; левый руль;https://kolesa.kz//a/show/105668542; КПП автомат
Mitsubishi Pajero;5000000;Алматы;1996; внедорожник;2.8; синий; правый руль;https://kolesa.kz//a/show/105354631; КПП автомат
Toyota Camry;8150000;Алматы;2014; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/105354769; КПП автомат
Toyota Camry;3400000;Алматы;2003; седан;3; белый; левый руль;https://kolesa.kz//a/show/105668538; КПП автомат
Mercedes-Benz G 63 AMG;45500000;Алматы;2013; внедорожник;5.5; черный; левый руль;https://kolesa.kz//a/show/105668513; КПП типтроник
Mercedes-Benz G 63 AMG;39900000;Алматы;2013; внедорожник;5.5; черный; левый руль;https://kolesa.kz//a/show/105668510; КПП типтроник
Mercedes-Benz G 63 AMG;38500000;Алматы;2013; внедорожник;5.5; черный; левый руль;https://kolesa.kz//a/show/103760803; КПП типтроник
Toyota 4Runner;6999999;Алматы;2003; внедорожник;4.7; черный; левый руль;https://kolesa.kz//a/show/104792414; КПП автомат
Mercedes-Benz G 63 AMG;37500000;Алматы;2013; внедорожник;5.5; черный; левый руль;https://kolesa.kz//a/show/99705772; КПП типтроник
Volkswagen Touran;2800000;Алматы;2005; минивэн;2; серебристый; левый руль;https://kolesa.kz//a/show/105668491; КПП механика
Mercedes-Benz;4100000;Алматы;1997; седан;3.2; нет цвета; левый руль;https://kolesa.kz//a/show/103858302; КПП автомат
Toyota Highlander;5500000;Алматы;2003; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/105668472; КПП автомат
Toyota Mark II Qualis;2800000;Алматы;1998; универсал;2.2; серебристый; правый руль;https://kolesa.kz//a/show/43288084; КПП типтроник
Toyota Camry;5700000;Алматы;2009; седан;2.5; серебристый; левый руль;https://kolesa.kz//a/show/105668418; КПП автомат
ГАЗ ГАЗель;1350000;Алматы;2001; универсал;2.4; серый; левый руль;https://kolesa.kz//a/show/105668438; КПП механика
Renault Sandero;3400000;Алматы;2014; хэтчбек;1.6; черный; левый руль;https://kolesa.kz//a/show/105366974; КПП автомат
Kia Cee’d;2400000;Алматы;2008; хэтчбек;1.4; черный; левый руль;https://kolesa.kz//a/show/105668395; КПП механика
Ravon Nexia R3;3300000;Алматы;2017; седан;1.5; нет цвета; левый руль;https://kolesa.kz//a/show/104409851; КПП механика
Subaru Legacy;3200000;Алматы;2005; седан;2.5; черный; левый руль;https://kolesa.kz//a/show/105668402; КПП автомат
Mazda 323;1050000;Алматы;1989; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/104378310; КПП механика
Hyundai Santa Fe;15800000;Алматы;2019; кроссовер;2.4; серый; левый руль;https://kolesa.kz//a/show/105221277; КПП автомат
Mercedes-Benz E 300;1250000;Алматы;1994; седан;3; серый; левый руль;https://kolesa.kz//a/show/105668367; КПП автомат
Toyota Land Cruiser Prado;20000000;Алматы;2016; внедорожник;4; черный; левый руль;https://kolesa.kz//a/show/105668351; КПП типтроник
Daewoo Matiz;800000;Алматы;2010; купе;0.8; белый; левый руль;https://kolesa.kz//a/show/105668328; КПП механика
Mitsubishi Lancer;3000000;Алматы;2010; седан;1.5; черный; левый руль;https://kolesa.kz//a/show/19051131; КПП автомат
Mercedes-Benz G 55 AMG;25500000;Алматы;2011; внедорожник;5.5; нет цвета; левый руль;https://kolesa.kz//a/show/104782910; КПП типтроник
FAW 6390;380000;Алматы;2013; минивэн;1.3; черный; левый руль;https://kolesa.kz//a/show/103729842; КПП механика
Subaru Impreza;1650000;Алматы;1995; седан;1.8; серый; левый руль;https://kolesa.kz//a/show/105668184; КПП механика
Toyota Camry;2500000;Алматы;1998; седан;2.2; черный; левый руль;https://kolesa.kz//a/show/105489977; КПП автомат
Lexus RX 300;3800000;Алматы;1999; кроссовер;3; белый; левый руль;https://kolesa.kz//a/show/105668168; КПП автомат
Hummer H2;7500000;Алматы;2003; внедорожник;6; белый; левый руль;https://kolesa.kz//a/show/105151999; КПП автомат
Land Rover Range Rover;59000000;Алматы;2019; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/105211471; КПП автомат
Mercedes-Benz Sprinter;7150000;Алматы;2008; фургон;3; белый; левый руль;https://kolesa.kz//a/show/105668067; КПП механика
Nissan Maxima;1990000;Алматы;1995; седан;2; серебристый; левый руль;https://kolesa.kz//a/show/103573514; КПП автомат
Toyota Avensis;5200000;Алматы;2009; седан;2; серебристый; левый руль;https://kolesa.kz//a/show/104558317; КПП типтроник
ВАЗ (Lada) 2170 (седан);2500000;Алматы;2014; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/105668117; КПП механика
Chrysler 300C;5000000;Алматы;2007; седан;2.7; хамелеон; левый руль;https://kolesa.kz//a/show/105668064; КПП автомат
Mazda Cronos;1000000;Алматы;1995; хэтчбек;2; зеленый; левый руль;https://kolesa.kz//a/show/104517926; КПП механика
Volkswagen Jetta;2100000;Алматы;2001; седан;1.8; синий; левый руль;https://kolesa.kz//a/show/105385124; КПП автомат
ВАЗ (Lada) 2114 (хэтчбек);1450000;Алматы;2012; хэтчбек;1.6; бордовый; левый руль;https://kolesa.kz//a/show/105345459; КПП механика
BMW 530;7700000;Алматы;2010; седан;3; серый; левый руль;https://kolesa.kz//a/show/101046755; КПП типтроник
Toyota Camry;3700000;Алматы;2005; седан;2.4; белый; левый руль;https://kolesa.kz//a/show/105667975; КПП автомат
Subaru Legacy;1290000;Алматы;1994; универсал;2.2; вишня; левый руль;https://kolesa.kz//a/show/105667971; КПП автомат
Toyota Carina E;1500000;Алматы;1994; седан;1.6; серый; левый руль;https://kolesa.kz//a/show/105017399; КПП механика
Subaru Impreza;2000000;Алматы;1993; хэтчбек;2; серебристый; левый руль;https://kolesa.kz//a/show/105667916; КПП автомат
Mercedes-Benz E 260;1300000;Алматы;1993; седан;2.6; серебристый; левый руль;https://kolesa.kz//a/show/105667909; КПП автомат
Mitsubishi Montero Sport;3300000;Алматы;2000; внедорожник;3; вишня; левый руль;https://kolesa.kz//a/show/105667841; КПП автомат
Hyundai Elantra;6950000;Алматы;2018; седан;1.6; хамелеон; левый руль;https://kolesa.kz//a/show/104862453; КПП автомат
Volkswagen Touareg;9500000;Алматы;2010; кроссовер;3.6; белый; левый руль;https://kolesa.kz//a/show/96816367; КПП автомат
Subaru Forester;7700000;Алматы;2013; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/105667929; КПП вариатор
Land Rover Range Rover;2900000;Алматы;2003; внедорожник;4.4; черный; левый руль;https://kolesa.kz//a/show/105667917; КПП типтроник
ВАЗ (Lada) 2106;350000;Алматы;1995; седан;1.5; голубой; левый руль;https://kolesa.kz//a/show/105667776; КПП механика
Toyota Camry;5300000;Алматы;2007; седан;3.5; черный; левый руль;https://kolesa.kz//a/show/105400986; КПП автомат
ВАЗ (Lada) 2170 (седан);2800000;Алматы;2011; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/105189004; КПП механика
Audi 100;1800000;Алматы;1993; седан;2.8; вишня; левый руль;https://kolesa.kz//a/show/103699115; КПП автомат
Daewoo Nexia;1500000;Алматы;2011; седан;1.5; белый; левый руль;https://kolesa.kz//a/show/103796147; КПП механика
Mercedes-Benz E 280;1500000;Алматы;1993; седан;2.8; черный; левый руль;https://kolesa.kz//a/show/105667778; КПП автомат
Mercedes-Benz ML 320;3600000;Алматы;2002; внедорожник;3.2; серебристый; левый руль;https://kolesa.kz//a/show/105667757; КПП типтроник
Lexus GS 300;2900000;Алматы;1999; седан;3; синий; левый руль;https://kolesa.kz//a/show/99832182; КПП автомат
BMW 645;8000000;Алматы;2005; кабриолет;3; серый; левый руль;https://kolesa.kz//a/show/105667551; КПП автомат
Toyota Camry;2700000;Алматы;2001; седан;2.2; белый; левый руль;https://kolesa.kz//a/show/105667719; КПП автомат
ГАЗ ГАЗель;3000000;Алматы;2003; фургон;2.9; белый; левый руль;https://kolesa.kz//a/show/105287176; КПП механика
ВАЗ (Lada) 2114 (хэтчбек);1200000;Алматы;2005; седан;1.6; синий; левый руль;https://kolesa.kz//a/show/105667610; КПП механика
Mercedes-Benz E 500;3200000;Алматы;2003; седан;5; серебристый; левый руль;https://kolesa.kz//a/show/103850050; КПП автомат
Mercedes-Benz CLS 320;5200000;Алматы;2006; седан;3; серебристый; левый руль;https://kolesa.kz//a/show/97721759; КПП автомат
Nissan Sunny;900000;Алматы;1991; купе;2; черный; правый руль;https://kolesa.kz//a/show/105667678; КПП механика
Volkswagen Golf;1000000;Алматы;1990; купе;1.8; зеленый; левый руль;https://kolesa.kz//a/show/105622461; КПП механика
ГАЗ ГАЗель;1300000;Алматы;1998; пикап;2.4; белый; левый руль;https://kolesa.kz//a/show/93216387; КПП механика
Daewoo Nexia;1200000;Алматы;2010; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105367205; КПП механика
Nissan Patrol;6700000;Алматы;2005; внедорожник;3; белый; левый руль;https://kolesa.kz//a/show/104442102; КПП механика
Mercedes-Benz E 280;2000000;Алматы;1994; седан;2.8; серебристый; левый руль;https://kolesa.kz//a/show/105485959; КПП автомат
Mazda 626;800000;Алматы;1991; седан;2; нет цвета; левый руль;https://kolesa.kz//a/show/105452880; КПП механика
Lexus ES 300;4500000;Алматы;2003; седан;3; черный; левый руль;https://kolesa.kz//a/show/105667624; КПП автомат
Volkswagen Touareg;4200000;Алматы;2005; кроссовер;3.2; золотистый; левый руль;https://kolesa.kz//a/show/105667627; КПП автомат
Chevrolet Cruze;3900000;Алматы;2014; седан;1.8; белый; левый руль;https://kolesa.kz//a/show/99113635; КПП автомат
Suzuki XL7;3500000;Алматы;2002; внедорожник;2.7; белый; левый руль;https://kolesa.kz//a/show/98986453; КПП автомат
Mercedes-Benz E 240;3050000;Алматы;2002; седан;2.6; серебристый; правый руль;https://kolesa.kz//a/show/105188534; КПП автомат
Volkswagen Jetta;2100000;Алматы;2001; седан;1.8; синий; левый руль;https://kolesa.kz//a/show/105667512; КПП автомат
Renault Twingo;800000;Алматы;1993; купе;1.2; жёлтый; левый руль;https://kolesa.kz//a/show/105667433; КПП механика
Geely MK;1600000;Алматы;2014; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/97035515; КПП механика
ВАЗ (Lada) 2190 (седан);2750000;Алматы;2016; седан;1.6; серый; левый руль;https://kolesa.kz//a/show/97007505; КПП робот
Subaru Forester;2200000;Алматы;1999; кроссовер;2.5; зеленый; левый руль;https://kolesa.kz//a/show/96956673; КПП автомат
Nissan X-Trail;9200000;Алматы;2017; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/34644599; КПП вариатор
Mercedes-Benz G 500;9600000;Алматы;2001; внедорожник;5; черный; левый руль;https://kolesa.kz//a/show/96956972; КПП автомат
Lexus LX 570;21500000;Алматы;2013; внедорожник;5.7; нет цвета; левый руль;https://kolesa.kz//a/show/100255970; КПП типтроник
Subaru Legacy;1600000;Алматы;1997; седан;2; зеленый; правый руль;https://kolesa.kz//a/show/105515197; КПП автомат
Mercedes-Benz S 320;3000000;Алматы;2002; седан;3.2; синий; левый руль;https://kolesa.kz//a/show/101273755; КПП типтроник
Honda Integra;1450000;Алматы;1996; седан;1.5; черный; правый руль;https://kolesa.kz//a/show/105418940; КПП автомат
Mercedes-Benz E 230;1500000;Алматы;1990; седан;2.3; черный; левый руль;https://kolesa.kz//a/show/105667493; КПП автомат
Subaru Outback;4500000;Алматы;2004; универсал;3; золотистый; левый руль;https://kolesa.kz//a/show/105667479; КПП автомат
BMW 528;1980000;Алматы;1997; седан;2.8; синий; левый руль;https://kolesa.kz//a/show/105397016; КПП типтроник
Kia Rio;3900000;Алматы;2013; седан;1.6; нет цвета; левый руль;https://kolesa.kz//a/show/105667042; КПП автомат
Mitsubishi Lancer;2600000;Алматы;2008; седан;1.3; синий; левый руль;https://kolesa.kz//a/show/105667389; КПП автомат
Mercedes-Benz E 230;2500000;Алматы;1992; седан;2.3; черный; левый руль;https://kolesa.kz//a/show/105667465; КПП механика
Lexus RX 300;4000000;Алматы;2001; внедорожник;3; синий; левый руль;https://kolesa.kz//a/show/101987276; КПП автомат
Hyundai Accent;3700000;Алматы;2013; хэтчбек;1.6; черный; левый руль;https://kolesa.kz//a/show/105667450; КПП автомат
Great Wall Hover H5;3300000;Алматы;2013; кроссовер;2; черный; левый руль;https://kolesa.kz//a/show/103795816; КПП автомат
Mercedes-Benz E 230;600000;Алматы;1986; седан;2.3; зеленый; левый руль;https://kolesa.kz//a/show/103778157; КПП механика
Lexus RX 300;3550000;Алматы;1999; кроссовер;3; серебристый; левый руль;https://kolesa.kz//a/show/105667426; КПП автомат
Mazda Cronos;700000;Алматы;1992; хэтчбек;2; серебристый; левый руль;https://kolesa.kz//a/show/105667440; КПП механика
Mercedes-Benz E 280;2200000;Алматы;1996; седан;2.8; синий; левый руль;https://kolesa.kz//a/show/105667403; КПП автомат
Audi 100;1600000;Алматы;1991; седан;2.3; серебристый; левый руль;https://kolesa.kz//a/show/105188379; КПП механика
Daewoo Nexia;1200000;Алматы;2010; седан;1.5; серый; левый руль;https://kolesa.kz//a/show/104537135; КПП механика
Toyota Camry;7000000;Алматы;2014; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/99931116; КПП автомат
Mitsubishi Delica;1600000;Алматы;1996; внедорожник;2.5; зеленый; правый руль;https://kolesa.kz//a/show/105667271; КПП автомат
Mercedes-Benz E 230;1000000;Алматы;1988; седан;2.3; черный; левый руль;https://kolesa.kz//a/show/105667277; КПП автомат
Toyota Aristo;4500000;Алматы;1998; седан;3; коричневый; правый руль;https://kolesa.kz//a/show/105667236; КПП автомат
